Sample	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18
trp53	185.7818951	585.6998873	86.05017924	90.170476	142.2170276	74.63833244	103.3328893	226.7916254	128.0628959	469.830384	228.0294823	0.262719341	136.4862797	234.9329831	418.1241693	11.2238094	0.198011658	37.8710458
cyp4f40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir487b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ap1m1	128.4525108	0.686770521	12.38228133	0.0	0.053960192	0.067343859	0.069707589	85.52957543	2.406569614	0.33892312	149.9006786	0.0	229.8872044	0.072586515	44.03055618	1.19741726	0.153875073	0.060348196
mir196b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr1537-ps1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gsdma2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gsdma3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kcnb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kcnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem191c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak136642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak013046	18.45017714	0.0	0.0	0.205250668	0.0	0.0	0.0	100.8580036	0.0	0.0	0.171703329	0.0	0.0	125.8842426	0.0	0.0	0.0	32.03101873
mir1969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir1968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrig3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrig2	0.762727361	0.744263725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lrig1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
adap1	0.0	0.247039671	4.755309022	0.0	0.049254095	0.109049462	0.0	0.12214948	0.0	0.0	0.0	114.8051373	0.0	27.2813158	0.059846662	47.12499209	0.0	7.102192979
sdr42e1	0.073162996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041772648	0.0	0.0	0.0	0.0	76.39076302	0.0	0.0
adap2	0.806904536	0.104472272	0.0	0.09075697	0.067291346	25.42017222	226.5230571	41.1961256	0.11358936	0.046321518	0.037904779	0.188733394	0.278366656	0.0	0.0	39.94028656	0.0	43.64317313
top3a	0.0	0.050064791	0.035270771	0.0	0.0	0.0	0.0	0.0	0.108865563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.95062344
top3b	12.46253577	0.082924113	0.029207242	0.072056511	0.05872261	0.036623365	0.392127299	0.0	0.045075998	198.5854855	0.0	0.423635778	0.17676504	0.197315363	0.123362049	0.169763458	0.0	0.097816612
kiaa0028	41.22108319	18.99301992	1.986485741	2.206906792	2.098616132	2.116797322	3.050468453	2.628752685	3.953779958	2.393883378	1.824547197	3.865620763	4.566524901	3.397309239	2.731305268	4.434198553	2.225518673	24.61599143
dfnb59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak209396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.319915736
ak134426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
colec12	4.292153056	12.61959792	5.704724559	8.262241356	2.855734033	9.639005357	5.944938302	5.531555334	8.40549211	12.36295759	10.35602638	33.31083413	11.65515618	10.2430406	16.11035102	16.54660208	13.11857828	6.148370257
1190002n15rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
foxl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vmn1r163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc048662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vmn1r165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700010i14rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dmwd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
asap1	0.296456377	190.4585665	4.515209619	25.28688231	0.024112967	72.36234211	136.4064743	35.19203179	50.01289212	0.060293446	0.685838763	111.2864268	140.9204272	0.097209605	76.07367026	206.6765723	0.06858441	4.188903769
asap2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.236452798	0.0	0.0	0.0	0.0	0.0	0.196330443
asap3	0.0	0.0	0.0	0.073947539	0.030131303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082472511	0.0	0.0	0.0
ak015336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ppp1r7	22.57851724	0.0	0.0	0.069281021	0.0	9.533600467	0.793982834	32.41967757	129.1874251	0.0	39.57890748	0.036825176	0.084032192	54.91277325	77.11829705	0.0	0.050383858	42.23414282
lyzl4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cbara1	121.3608601	192.4901577	131.2786655	2.390033533	82.29565392	53.00504733	0.298463359	90.88893398	124.584382	0.057995661	20.0040672	0.518455971	0.161339008	46.50435128	0.063314431	191.7475811	26.9864288	20.86232917
lyzl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak137428	0.0	0.0	0.0	0.0	0.0	2.00422336	0.0	0.0	0.0	0.0	0.024210315	0.0	0.0	0.0	41.95238526	0.0	0.0	0.0
polrmt	0.0	0.0	0.0	0.0	0.029155769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak202488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
s94460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.13664701	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fuca1	0.446608355	89.03237463	14.85184782	0.15263604	0.994843101	9.826495016	0.0	0.102746222	48.15117626	0.155902837	0.042501247	0.232447483	0.124860303	0.992596691	0.056762608	15.45120699	0.0	8.375866529
fuca2	363.5792285	0.55929267	0.230383286	95.7419547	257.0512639	249.5908419	265.9102235	0.134550048	0.256258403	0.555953313	0.238676837	0.621729796	0.499111398	288.0963213	598.4669298	73.32024042	37.13954122	1.020552908
pcdhb16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
farp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
farp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.531410076	0.0	0.0	0.0	0.0	0.0	0.0
bcl11a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rps6ka2	0.033939288	1.891781469	20.00922513	23.30253651	0.0	53.37420446	6.155109361	3.644714346	0.05791325	0.070753956	53.23397214	0.0	0.028399506	0.819488843	128.8183151	26.49915143	0.092547255	1.932805439
bcl11b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018906375	0.0	0.0	0.0
dq702367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700020a23rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pcdhb18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deptor	0.0	0.042716732	35.12150627	0.018568302	0.030274786	14.4873636	1.753105677	0.0	0.048136418	0.0	0.0	0.084857812	41.06692479	13.73787223	0.082659148	6.740138713	0.0	0.0
rhcg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vgf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
crtac1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hiat1	0.0	0.052942646	0.037294502	0.0	2.173469978	20.24305965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.66147518	0.0	0.08362089
fech	0.0	0.0	0.0	0.046025777	0.037501738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.059938883	7.527382386	0.0	0.0	0.0	0.0
ak009351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
atp10b	0.0	0.0	0.0	0.0	0.0	0.0	0.018964079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.464813958	0.0	0.0	0.0
trim75	0.0	0.0	0.0	0.0	0.0	0.208518034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.707007609	0.0	0.0
trim72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trim71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
kdm2a	1.826631496	10.53664403	24.84732341	0.048388095	15.72400629	0.0	0.019181549	1.21569382	54.36542949	0.05607637	5.498906863	13.66124079	0.410434885	2.853063994	0.0	0.196859078	0.0	0.0
100043387	0.0	0.073504633	0.0	0.0	0.0	0.0	0.0	0.058382334	0.0	0.0	0.0	0.213171831	1.960102117	0.0	0.0	0.0	0.0	0.0
ak015475	0.0	0.0	0.0	0.0	0.112377535	0.0	0.0	0.0	0.0	0.142502136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gpa33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak015470	0.0	179.764101	0.037949147	0.0	0.0	0.0	0.0	0.0	0.0	0.047779279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heatr6	22.7436886	85.56100611	24.63973251	0.0	0.026624167	0.0	0.0	0.032963863	0.05514225	86.74624538	0.027284076	0.074635961	9.68816901	39.64099585	0.0	0.053111879	8.123615318	0.0
heatr2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.95841566	0.0	0.0	0.0	0.100395301	0.053914775	0.0	0.0	0.0	0.0	0.0
heatr3	0.102875283	0.0	0.057069672	0.0	48.38155049	0.0	0.0	0.0	0.052618607	0.042905213	0.0	0.0	0.0	0.0	0.0	53.28211246	0.0	0.0
dq544189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heatr1	42.23855438	0.021162702	0.0	10.11905644	3.116669652	1.35485924	0.0	4.323532048	0.0	0.0	0.0	0.0	0.02255662	3.32462714	0.0	0.0	0.0	0.0
dq544183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tecr	127.9011483	197.7648291	135.0783747	236.2120212	485.1236248	244.9159694	623.1200921	23.40217057	582.8372158	0.475792859	475.7294687	310.9414139	216.8547386	558.1181565	2.337104671	42.83325142	190.3588178	658.7482199
ak021004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700029f12rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ufl1	0.0	0.0	56.46401157	0.0	0.0	0.0	0.0	0.118001735	0.073143791	0.0	0.0	0.0	0.035857129	0.0	0.097810746	0.0	0.0	0.0
mir208b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mtss1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq715562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ai182371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tbc1d7	0.0	0.0	0.0	0.0	0.101431146	0.126724727	0.262659981	0.0	0.156518422	150.4913802	22.61576564	0.0	0.0	0.14368911	211.8085475	0.0	0.0	0.045590834
ak158083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak162351	0.0	0.0	67.6517346	0.0	0.028811223	0.0	3.866158083	15.76919369	0.044229781	0.0	0.0	0.0	0.043362006	1.161690091	0.0	0.042584919	0.0	6.260356109
letmd1	0.0	0.0	0.0	12.13916177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187946611	0.0	0.0
1300001i01rik	0.0	0.027476056	0.0	0.0	0.0	30.6171029	0.127684772	0.05850081	18.40288512	0.0	0.0	0.0	0.0	0.0	6.311577269	0.0	0.0	0.0
aadat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak016926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169074521	0.0	0.0
ric3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150508984	0.0	0.0	0.0	0.0	0.0	130.2947929	0.166106114	0.0	0.0	0.0
olfr51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.42044511	0.0	0.0
olfr52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.289956613	0.0	0.0	0.0	0.0	0.0	0.0
aadac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
olfr56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235322192	0.0	0.0	0.0	0.0
olfr57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ab336885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
epcam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p2ry1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p2ry6	49.67049309	0.078300646	0.0	0.0	0.0	0.0	123.9143987	0.137360319	126.4039309	0.0	0.0	0.0	0.0	0.595837285	0.265556983	0.0	0.0	0.0
p2ry4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057250985	0.0	0.0	0.0	0.129650966	0.069587884	0.0	0.0	0.034174258	0.0	0.025748736
vps35	361.2564006	165.5433487	261.822095	257.6730186	407.6463996	86.91905682	250.7484826	399.4490606	228.8784389	315.520969	104.8228635	519.8203101	221.6184195	300.6645846	381.7049571	33.05770979	56.06814989	144.7486595
vps36	25.05026992	4.495911476	0.0	4.426041812	0.0	0.0	49.71224279	0.0	17.979028	0.108291342	0.0	0.0	0.0	0.0	0.0	0.254049402	0.0	0.0
vps39	0.0	88.08742148	0.0	0.144777555	37.30270701	0.029433983	0.0	0.0	0.144869125	23.67843295	0.0	0.066157445	0.035509573	0.063428201	2.197970427	30.41257687	0.0	20.15632335
triap1	0.381728503	93.77159035	0.0	0.0	0.106624146	0.133228295	0.0	0.0	0.0	0.0	0.0	0.0	175.6707889	0.287378219	0.0	79.1742876	0.0	0.0
gm12789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fj748867	0.0	1.742845298	0.284436342	0.426877609	0.136275489	0.0	0.176739933	1.01983543	0.210811359	0.0	0.700339232	1.928953315	0.619040178	0.183835188	0.187543781	1.048334159	0.974702551	0.0
ak143902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq546822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq708993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq724363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d730005e14rik	0.0	0.0	0.0	59.3363978	0.0	0.0	0.0	0.0	0.043900124	0.0	0.0	44.97433409	0.04303896	1.460518199	0.0	0.0	0.0	0.031865744
ift172	40.04272968	0.0	0.0	0.0	0.0	0.0	10.75482044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rgr	0.0	0.0	0.0	0.0	37.01266044	0.0	0.0	20.88159949	0.0	0.0	0.022190452	0.0	0.0	0.058202131	26.30811737	0.0	0.030793639	3.013632594
ptpn18	0.0	0.0	0.0	0.0	0.0	1.793157757	6.012405457	1.443638273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ms4a10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ms4a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rttn	1.078658113	2.409749978	0.374715952	37.35233447	0.567931316	1.101129088	0.488546693	0.980355787	1.259703046	2.126346519	2.132889981	4.913294974	0.793215447	1.190178594	1.187598606	25.90703275	1.065998424	0.472937528
ms4a15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cog3	0.0	0.0	0.024199199	0.0	0.0	0.0	0.0	0.030104276	0.0	0.030404412	0.0	0.0	0.0	5.707371117	0.0	0.035938343	0.0	0.0
pacsin3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ptpn12	34.27453336	0.0	43.70603103	47.41691555	22.38398466	95.38060003	0.042233298	0.040534825	0.050253068	0.163883094	0.0	0.0	1.773508583	0.131970288	49.720162	11.4178184	19.77483161	59.7992734
ptpn11	0.0	0.025706688	0.018125738	1.027927058	0.03643188	5.996927843	0.0	0.022540829	0.02794341	0.02275275	0.0	0.0	16.73713686	0.586088058	0.024913911	0.0	0.0	0.89178849
zfp292	0.0	33.01321733	0.0	0.0	0.0	0.0	0.026163313	0.0	0.015557715	0.0	27.38912278	0.0	0.015256867	1.935453562	0.0	0.0	0.0	0.0
dq691421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq691427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak019836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
zfp295	0.485662798	0.0	0.0	0.033162434	0.0	17.75604103	6.416047599	0.0	0.0	8.342966629	0.0	0.075766435	0.0	0.025342552	0.0	0.0	0.0	10.63363843
tbc1d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.917167357	0.0	0.0	0.0	0.0	0.0	0.073546303	0.0	0.038228904	0.0
ak019838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cog6	0.0	0.0	0.0	0.0	1.563580318	0.0	0.057687507	0.221520597	0.068660807	0.0	0.0	0.0	0.0	1.626832206	0.0	0.0	0.0	0.0
olfr1444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq553039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ptpn14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
frk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq558919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dq564948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fry	0.0	2.88010486	0.855176951	0.034630539	2.551112728	0.116789686	40.29996377	0.100507513	0.0	0.208365678	0.028812637	0.334519862	0.234002768	7.722416926	0.19161496	0.083404725	0.692535214	0.0
tmem231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tmem232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
spib	0.0	0.051152075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ak159351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heph	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.23513385	0.0	0.0	0.0	0.0	0.0	0.078054762	0.0	0.0
rap1gap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049763176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muc2	0.0	0.044224941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muc6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
naif1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283093585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
muc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
